Bus Name,Bus Type,Departure Time,Reaching Time,Duration,Price,Seats Available,Rating,Route Name,Route Link
MMK Travels,A/C Seater / Sleeper (2+1),22:30,05:45,07h 15m,950,23 Seats available,3.8,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
DA Transports,A/C Sleeper (2+1),21:45,04:15,06h 30m,899,17 Seats available,3.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
A1 Travels,Non A/C Seater / Sleeper (2+1),21:00,05:00,08h 00m,600,22 Seats available,2.9,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
CITI TOURS,Bharat Benz A/C Sleeper (2+1),18:30,02:00,07h 30m,1100,24 Seats available,0.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15,04:00,06h 45m,799,14 Seats available,4.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Skylite Travels,A/C Sleeper (2+1),22:00,04:30,06h 30m,999,16 Seats available,4.1,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,04:30,08h 30m,800,41 Seats available,3.9,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),21:15,04:01,06h 46m,699,40 Seats available,3.3,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
A1 Travels,A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,750,29 Seats available,2.5,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Bharathi Travels,A/C Sleeper (2+1),02:10,08:45,06h 35m,640,15 Seats available,1.6,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:00,08:40,05h 40m,1000,14 Seats available,1.9,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Skylite Travels,A/C Sleeper (2+1),22:00,04:20,06h 20m,999,16 Seats available,4.1,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,04:01,07h 01m,999,34 Seats available,3.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
DA Transports,A/C Sleeper (2+1),21:45,04:20,06h 35m,899,22 Seats available,3.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),21:00,04:00,07h 00m,999,32 Seats available,3.5,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Kyros Connect,A/C Semi Sleeper (2+2),23:00,07:20,08h 20m,799,30 Seats available,3.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:00,08:41,05h 41m,1000,16 Seats available,3.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
P K Travels,A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,799,30 Seats available,2.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
A1 Travels,A/C Semi Sleeper (2+2),22:30,06:30,08h 00m,1100,39 Seats available,2.9,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Kyros Connect,A/C Semi Sleeper (2+2),23:00,07:30,08h 30m,799,19 Seats available,3.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KP Travels,Scania Multi-Axle AC Semi Sleeper (2+2),22:00,04:45,06h 45m,2000,30 Seats available,2.4,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KP Travels,Scania Multi-Axle AC Semi Sleeper (2+2),22:00,04:20,06h 20m,2000,30 Seats available,2.4,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 2072,Super Express Non AC Seater Air Bus (2+2),00:30,06:20,05h 50m,350,17 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 3552,Super Express Non AC Seater Air Bus (2+2),00:35,05:20,04h 45m,381,16 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 315,Super Fast Non AC Seater (2+3),00:40,07:10,06h 30m,332,47 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 3650,Super Fast Non AC Seater (2+3),05:00,12:25,07h 25m,332,45 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 2392,Low Floor AC Seater 2+2,05:30,12:35,07h 05m,475,9 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 3218,Swift Deluxe Non AC Air Bus (2+2),07:05,14:25,07h 20m,381,20 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 3514,Super Fast Non AC Seater (2+3),07:50,15:10,07h 20m,332,50 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 851,Super Fast Non AC Seater (2+3),08:15,15:10,06h 55m,332,48 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 2006,Super Fast Non AC Seater (2+3),08:15,15:55,07h 40m,332,49 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 761,Super Fast Non AC Seater (2+3),08:45,15:55,07h 10m,332,47 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 3014,Super Fast Non AC Seater (2+3),09:10,17:10,08h 00m,332,49 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 848,Super Fast Non AC Seater (2+3),10:10,17:20,07h 10m,332,52 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 3669,Super Fast Non AC Seater (2+3),10:50,18:10,07h 20m,332,48 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 324,Super Fast Non AC Seater (2+3),11:35,18:25,06h 50m,332,46 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 1118,Super Fast Non AC Seater (2+3),11:50,19:00,07h 10m,332,42 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 1023,Super Fast Non AC Seater (2+3),12:40,19:15,06h 35m,323,42 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 820,Super Fast Non AC Seater (2+3),12:55,20:10,07h 15m,332,49 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 766,Super Fast Non AC Seater (2+3),14:35,22:05,07h 30m,332,49 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 758,Super Fast Non AC Seater (2+3),15:45,22:45,07h 00m,332,48 Seats available,4.4,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 726,Super Fast Non AC Seater (2+3),17:00,00:05,07h 05m,332,50 Seats available,1.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 2390,Low Floor AC Seater 2+2,17:30,00:25,06h 55m,475,23 Seats available,2.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 48,Swift Deluxe Non AC Air Bus (2+2),19:00,00:40,05h 40m,381,30 Seats available,3.3,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 2984,Super Fast Non AC Seater (2+3),19:20,02:20,07h 00m,332,47 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 3294,Super Fast Non AC Seater (2+3),21:00,04:00,07h 00m,332,49 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 1378,AC MULTI AXLE,21:25,03:55,06h 30m,647,34 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 344,Super Fast Non AC Seater (2+3),21:45,04:25,06h 40m,332,48 Seats available,1.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),21:50,03:45,05h 55m,381,28 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 1100,AC MULTI AXLE,22:05,03:25,05h 20m,606,33 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 560,Super Express Non AC Seater Air Bus (2+2),22:10,04:30,06h 20m,381,30 Seats available,3.2,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 1704,Super Fast Non AC Seater (2+3),22:40,05:41,07h 01m,341,39 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 582,Super Express Non AC Seater Air Bus (2+2),22:40,05:15,06h 35m,370,33 Seats available,2.8,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 128,Super Deluxe Non AC Seater Air Bus (2+2),22:55,04:10,05h 15m,381,38 Seats available,1.0,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 3819,Super Express Non AC Seater Air Bus (2+2),23:00,06:20,07h 20m,381,39 Seats available,0.0,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 673,Super Fast Non AC Seater (2+3),23:10,05:30,06h 20m,332,46 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 2784,Super Express Non AC Seater Air Bus (2+2),23:20,06:30,07h 10m,386,25 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 1843,Low Floor AC Seater 2+2,23:30,05:50,06h 20m,475,27 Seats available,3.1,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 1963,Super Fast Non AC Seater (2+3),23:45,06:00,06h 15m,332,47 Seats available,2.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
Sonia Travels,A/C Seater/Sleeper (2+1),23:30,06:38,07h 08m,750,26 Seats available,4.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
Madhavi Travels,A/C Sleeper (2+1),23:40,06:40,07h 00m,1044,19 Seats available,5.0,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
Ubc travels,A/C Seater/Sleeper (2+1),01:45,08:00,06h 15m,900,14 Seats available,3.9,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
Achayans Holidays,VE A/C Semi Sleeper (2+2),23:00,06:30,07h 30m,600,23 Seats available,0.0,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),02:01,07:55,05h 54m,1100,27 Seats available,3.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,04:50,05h 20m,949,23 Seats available,5.0,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
A1 Travels,A/C Seater / Sleeper (2+1),20:05,03:00,06h 55m,700,43 Seats available,3.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
Cochin Bus,Bharat Benz A/C Sleeper (2+1),23:58,07:00,07h 02m,1000,23 Seats available,4.5,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
EMERALD TRAVELS,A/C Sleeper (2+1),22:10,03:30,05h 20m,1000,24 Seats available,3.4,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
Holy Maria Travels,A/C Semi Sleeper (2+2),00:10,06:50,06h 40m,700,14 Seats available,1.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 3546,Super Express Non AC Seater Air Bus (2+2),00:25,04:40,04h 15m,288,31 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2820,Super Fast Non AC Seater (2+3),00:55,05:20,04h 25m,247,47 Seats available,3.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 1850,Low Floor AC Seater 2+2,02:30,07:25,04h 55m,352,20 Seats available,4.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2713,Super Fast Non AC Seater (2+3),04:00,09:00,05h 00m,233,50 Seats available,2.4,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 1859,Low Floor AC Seater 2+2,04:30,09:50,05h 20m,352,18 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2495,Low Floor AC Seater 2+2,06:00,10:55,04h 55m,352,24 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 794,Super Fast Non AC Seater (2+3),06:40,11:30,04h 50m,247,50 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2710,Super Fast Non AC Seater (2+3),07:20,12:20,05h 00m,247,49 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 3597,Low Floor AC Seater 2+2,08:00,12:55,04h 55m,352,27 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 764,Super Fast Non AC Seater (2+3),09:00,13:55,04h 55m,247,49 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2571,Super Fast Non AC Seater (2+3),09:30,15:15,05h 45m,239,43 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 721,Super Fast Non AC Seater (2+3),09:35,14:20,04h 45m,247,46 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2567,Super Fast Non AC Seater (2+3),10:05,15:50,05h 45m,239,43 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 353,Super Fast Non AC Seater (2+3),10:15,15:15,05h 00m,247,49 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 773,Super Fast Non AC Seater (2+3),10:55,15:25,04h 30m,247,45 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 1927,Low Floor AC Seater 2+2,12:30,17:50,05h 20m,352,29 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2496,Low Floor AC Seater 2+2,13:30,18:25,04h 55m,352,28 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 427,Super Fast Non AC Seater (2+3),13:55,19:10,05h 15m,247,49 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2896,Low Floor AC Seater 2+2,14:00,19:50,05h 50m,352,30 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2818,Super Fast Non AC Seater (2+3),15:00,20:05,05h 05m,247,50 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2810,Super Fast Non AC Seater (2+3),15:25,20:25,05h 00m,247,49 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 720,Super Fast Non AC Seater (2+3),15:40,20:45,05h 05m,247,50 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2898,Low Floor AC Seater 2+2,16:00,21:50,05h 50m,352,29 Seats available,2.9,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),17:25,22:00,04h 35m,247,46 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 556,Super Express Non AC Seater Air Bus (2+2),18:00,21:55,03h 55m,288,37 Seats available,1.4,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2900,Low Floor AC Seater 2+2,18:00,23:50,05h 50m,352,26 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 1872,Low Floor AC Seater 2+2,18:30,23:20,04h 50m,352,31 Seats available,3.9,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2453,Low Floor AC Seater 2+2,19:00,23:55,04h 55m,352,29 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),20:25,00:40,04h 15m,288,37 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,20:30,01:20,04h 50m,352,29 Seats available,3.8,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),21:00,01:45,04h 45m,247,49 Seats available,3.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2954,Super Express Non AC Seater Air Bus (2+2),21:25,02:15,04h 50m,288,35 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),21:25,01:45,04h 20m,288,21 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2454,Low Floor AC Seater 2+2,21:40,02:35,04h 55m,352,30 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 1212,AC MULTI AXLE,22:00,01:40,03h 40m,524,30 Seats available,1.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 666,Super Fast Non AC Seater (2+3),22:25,03:15,04h 50m,247,50 Seats available,3.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),23:05,03:55,04h 50m,247,49 Seats available,4.6,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:59,04:25,04h 26m,600,17 Seats available,4.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Kalpaka Travels 1,A/C Sleeper (2+1),23:59,04:30,04h 31m,800,28 Seats available,4.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
UFO Bus,A/C Sleeper (2+1),23:55,04:45,04h 50m,800,25 Seats available,4.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,04:45,04h 50m,649,44 Seats available,4.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Sonia Travels,A/C Seater/Sleeper (2+1),23:30,03:50,04h 20m,700,35 Seats available,4.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Madhavi Travels,A/C Semi Sleeper (2+2),00:15,04:55,04h 40m,522,18 Seats available,4.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Madhavi Travels,A/C Sleeper (2+1),01:30,05:25,03h 55m,712,20 Seats available,4.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Madhavi Travels,A/C Semi Sleeper (2+2),00:45,05:00,04h 15m,522,13 Seats available,4.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Arya Travels,A/C Sleeper (2+1),23:59,04:40,04h 41m,745,23 Seats available,3.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Cochin Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59,05:05,05h 06m,650,48 Seats available,4.5,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Greenline kerala,A/C Seater Push Back (2+2),01:30,04:25,02h 55m,500,26 Seats available,3.4,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Sona Travels,Non A/C Seater / Sleeper (2+1),02:00,06:30,04h 30m,560,31 Seats available,3.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:45,01:45,04h 00m,650,36 Seats available,2.6,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Galaxy Tours,A/C Semi Sleeper (2+2),21:45,01:45,04h 00m,700,16 Seats available,2.6,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
SG Travels,Bharat Benz A/C Sleeper (2+1),23:59,04:55,04h 56m,900,32 Seats available,4.8,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Cochin Bus,A/C Sleeper (2+1),23:59,05:10,05h 11m,900,11 Seats available,4.5,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Kalpaka Travels 1,A/C Sleeper (2+1),23:00,01:15,02h 15m,900,27 Seats available,4.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
BLM Transports,A/C Sleeper (2+1),22:00,02:15,04h 15m,855,24 Seats available,3.8,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Adrin Travels,A/C Seater/Sleeper (2+1),01:20,05:20,04h 00m,1000,15 Seats available,4.1,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Madhavi Travels,A/C Sleeper (2+1),22:20,02:15,03h 55m,949,30 Seats available,4.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Madhavi Travels,A/C Sleeper (2+1),23:40,04:10,04h 30m,854,30 Seats available,4.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:30,02:45,03h 15m,854,41 Seats available,4.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Ubc travels,A/C Seater/Sleeper (2+1),01:45,04:40,02h 55m,900,14 Seats available,3.7,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
CITI TOURS,Bharat Benz A/C Sleeper (2+1),04:00,08:15,04h 15m,850,26 Seats available,0.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
A1 Travels,Bharat Benz A/C Sleeper (2+1),23:30,02:45,03h 15m,1000,22 Seats available,3.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:45,02:15,03h 30m,850,13 Seats available,3.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),01:00,04:35,03h 35m,1000,27 Seats available,3.0,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
Cochin Bus,Bharat Benz A/C Sleeper (2+1),23:58,05:00,05h 02m,1000,23 Seats available,4.5,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
LIYAS TOURS,Scania A/C Semi Sleeper (2+2),22:55,02:05,03h 10m,1399,45 Seats available,3.9,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
EMERALD TRAVELS,A/C Sleeper (2+1),22:10,01:25,03h 15m,1000,24 Seats available,2.9,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),00:10,01:40,01h 30m,134,13 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),01:20,03:00,01h 40m,474,23 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 54,Garuda Premium,03:35,05:20,01h 45m,914,25 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
